ein,Org Name,label,clean,token
381586700,ARC DOWNRIVER INC,0,arc downriver inc,arc downriv inc
743086750,ST PAULS FOUNDATION,0,st pauls foundation,st paul foundat
841291144,RURAL SOLUTIONS,0,rural solutions,rural solut
760769795,CENTER FOR WILDLIFE HEALTH RESEARCH,0,center wildlife health research,center wildlif health research
237221025,PUBLIC HEALTH MANAGEMENT CORPORATION,0,public health management corporation,public health manag corpor
237122155,OZARK THEOSOPHICAL CAMP AND EDUCATIONAL CENTER,0,ozark theosophical camp educational center,ozark theosoph camp educ center
770719824,URBAN PRAIRIE,0,urban prairie,urban prairi
311359504,WESTERVILLE CARING AND SHARING,0,westerville caring sharing,westervil care share
222536452,HIGHLAND CONCERTS OF VERMONT INC,0,highland concerts vermont inc,highland concert vermont inc
650630176,HIGHLANDS COUNTY 4 H CLUB FOUNDATION INC HIGHLANDS CTY 4 H CLUB,0,highlands county h club foundation inc highlands cty h club,highland counti h club foundat inc highland cti h club
541870325,VIRGINIA MARITIME HERITAGE FOUNDATION,0,virginia maritime heritage foundation,virginia maritim heritag foundat
460664089,AM YISRAEL FOUNDATION INC,0,yisrael foundation inc,yisrael foundat inc
208677844,NEVADA NEWSMAKERS OUTREACHINCORPORATED,0,nevada newsmakers outreachincorporated,nevada newsmak outreachincorpor
43124639,PARTNERS IN MINISTRY INC,0,partners ministry inc,partner ministri inc
481173087,DE SOTO YOUTH MINISTRIES INC,0,de soto youth ministries inc,de soto youth ministri inc
330220777,HORIZON HOSPICE INC,0,horizon hospice inc,horizon hospic inc
363506490,AQSA SCHOOL,0,aqsa school,aqsa school
271141741,INGLEWOOD GRACE COMMUNITY OUTREACH MINISTRIES,0,inglewood grace community outreach ministries,inglewood grace commun outreach ministri
850462440,PERFECT HARMONY-ANIMAL RESCUE AND SANCTUARY,0,perfect harmony animal rescue sanctuary,perfect harmoni anim rescu sanctuari
830215226,REHABILITATION ENTERPRISES OF NORTH EASTERN WYOMING,0,rehabilitation enterprises north eastern wyoming,rehabilit enterpris north eastern wyom
200980571,WESTERN MICHIGAN UNIVERSITY SKATING CLUB,0,western michigan university skating club,western michigan univers skate club
630517120,JACKSON COUNTY UNITED GIVERS FUND INC,0,jackson county united givers fund inc,jackson counti unit giver fund inc
133729133,TAKE THE LEAD INC,0,take lead inc,take lead inc
457027238,BLUE SKYES OVER AUTISM MOLLIE SPENCER LANG CUSTODIAN,0,blue skyes autism mollie spencer lang custodian,blue skye autism molli spencer lang custodian
371494092,ARTS MATTER INC,0,arts matter inc,art matter inc
752863885,MESQUITE BASEBALL INC YONKER STEPHEN,0,mesquite baseball inc yonker stephen,mesquit basebal inc yonker stephen
870264274,BALLET WEST,0,ballet west,ballet west
134271553,ANGEL ACRES HORSE HAVEN RESCUE INC,0,angel acres horse rescue inc,angel acr hors rescu inc
452439872,INSTITUTE FOR HUMAN FLOURISHING,0,institute human flourishing,institut human flourish
20242389,GREAT BAY SERVICES,0,great bay services,great bay servic
651104497,ARCA IMAGES INC,0,arca images inc,arca imag inc
205652595,VILLAGE AT MARYMOUNT,0,village marymount,villag marymount
10771671,SUB SAHARAN AFRICAN YOUTH AND FAMILY SERVICE IN MINNESOTA SAYFSM,0,sub saharan african youth family service minnesota sayfsm,sub saharan african youth famili servic minnesota sayfsm
800638085,PERENNIAL,0,perennial,perenni
112439925,SUNSET BAY COMMUNITY SERVICES INC,0,sunset bay community services inc,sunset bay commun servic inc
464273326,IMPACT BUSINESS LEADERS,0,impact business leaders,impact busi leader
461242155,RUFF LIFE ANIMAL RESCUE,0,ruff life animal rescue,ruff life anim rescu
454274038,10 HAIRY LEGS,0,hairy legs,hairi leg
581346534,HOSPITALITY HOUSE FOR WOMEN INC,0,hospitality house women inc,hospit hous women inc
521323828,NINILCHIK SENIOR CITIZENS INCORPORATION,0,ninilchik senior citizens incorporation,ninilchik senior citizen incorpor
731533961,MIAMI ROTARY CLUB FOUNDATION INC,0,miami rotary club foundation inc,miami rotari club foundat inc
271186542,UR ARTS AND CULTURE INC,0,ur arts culture inc,ur art cultur inc
132805582,THE PALEY CENTER FOR MEDIA,0,paley center media,paley center media
931268887,OREGON YOUTH RUGBY AN OREGON NONPROFIT CORPORATION,0,oregon youth rugby oregon nonprofit corporation,oregon youth rugbi oregon nonprofit corpor
200246588,UNITED WAY OF CENTRAL MISSOURI FOUNDATION,0,united way central missouri foundation,unit way central missouri foundat
731707110,DESERT STAR COMMUNITY SCHOOL,0,desert star community school,desert star commun school
201347365,ANANDA MICHIGAN CHURCH OF SELF REALIZATION,0,ananda michigan church self realization,ananda michigan church self realiz
264717794,FLORIDA ASSOCIATION OF MU ALPHA THETA INC FAMAT,0,florida association mu alpha theta inc famat,florida associ mu alpha theta inc famat
521831498,SUPERVISED VISITATION NETWORK,0,supervised visitation network,supervis visit network
581518691,BEL CANTO COMPANY INC,0,bel canto company inc,bel canto compani inc
210692393,LESTER A DRENK BEHAVIORAL HEALTH CENTER INC,0,lester drenk behavioral health center inc,lester drenk behavior health center inc
452823767,WAUKESHA NOON LIONS CLUB FOUNDATION,0,waukesha noon lions club foundation,waukesha noon lion club foundat
742309435,HILL COUNTRY COMMUNITY MINISTRIES INC,0,hill country community ministries inc,hill countri commun ministri inc
362752333,WESTLAKE CHRISTIAN ACADEMY,0,westlake christian academy,westlak christian academi
850424940,OCDS OF LAS CRUCES INCORPORATED,0,ocds las cruces incorporated,ocd la cruce incorpor
260742493,LOLI S PLACE INC,0,loli place inc,loli place inc
203210686,COMMUNITY MEDIATION OF ST MARYS COUNTY INC,0,community mediation st marys county inc,commun mediat st mari counti inc
521879606,JEWISH DAY SCHOOL FOUNDATION OF GREATER BALTIMORE INC,0,jewish day school foundation greater baltimore inc,jewish day school foundat greater baltimor inc
222789580,RIDGEFIELD PARK SENIOR CITIZEN HOUSING ASSOC,0,ridgefield park senior citizen housing assoc,ridgefield park senior citizen hous assoc
452410890,JOPLIN TOMORROW,0,joplin tomorrow,joplin tomorrow
237045880,PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC,0,pta california congress parents teachers students inc,pta california congress parent teacher student inc
900576904,HAPPY CAT INC,0,happy cat inc,happi cat inc
870813455,ALL GREATER GOOD FOUNDATION,0,greater good foundation,greater good foundat
203798769,SOUTHSIDE FAMILY CHARTER SCHOOL,0,southside family charter school,southsid famili charter school
753079265,JEREMIAHS PROMISE,0,jeremiahs promise,jeremiah promis
113674348,ETHELS TREE OF LIFE INC,0,ethels tree life inc,ethel tree life inc
711052645,CORTON CORTLANDT FOOD PANTRY,0,corton cortlandt food pantry,corton cortlandt food pantri
330779776,ROTARY CLUB OF BEAUMONT FOUNDATION,0,rotary club beaumont foundation,rotari club beaumont foundat
260409410,CARRE FOUNDATION,0,carre foundation,carr foundat
742952983,LAREDO STEPPING STONE INC,0,laredo stepping stone inc,laredo step stone inc
521243585,THE HALIFAX COUNTY HUMANE SOCIETY,0,halifax county humane society,halifax counti human societi
460627557,PARAKALEO INTERNATIONAL,0,parakaleo international,parakaleo intern
237391980,NORTH ALLEGHENY HOCKEY ASSOCIATION,0,north allegheny hockey association,north allegheni hockey associ
262662530,OMAHA CHINESE CULTURE ASSOCIATION,0,omaha chinese culture association,omaha chines cultur associ
233044176,CLEAN CITY CORP,0,clean city corp,clean citi corp
205682797,CASH OREGON,0,cash oregon,cash oregon
760049680,CAMILLA TWIN HARBOR VOLUNTEER FIRE DEPARTMENT,0,camilla twin harbor volunteer fire department,camilla twin harbor volunt fire depart
113226834,TIAN DER MONASTERY INC,0,tian der monastery inc,tian der monasteri inc
550492006,WEST VIRGINIA UNIVERSITY MEDICAL CORPORATION UNIVERSITY HEALTH ASSOCIATES,0,west virginia university medical corporation university health associates,west virginia univers medic corpor univers health associ
541811064,QUAKER THRIFT STORE INC THRIFTY QUAKER,0,quaker thrift store inc thrifty quaker,quaker thrift store inc thrifti quaker
311710971,INTEGRATED COMMUNITY MINISTRIES INC,0,integrated community ministries inc,integr commun ministri inc
462072272,ARTHUR G DOVE CATALOGUE RAISONNE PROJECT INC,0,arthur g dove catalogue raisonne project inc,arthur g dove catalogu raisonn project inc
223572461,TETERBORO I HOUSING CORPORATION,0,teterboro housing corporation,teterboro hous corpor
421721562,CLIMATE COUNTS MIKE BELLAMENTE EXEC DIR,0,climate counts mike bellamente exec dir,climat count mike bellament exec dir
223953580,CORNELL JORDAN MINISTRIES,0,cornell jordan ministries,cornel jordan ministri
474379370,GIVING WEB,0,giving web,give web
711039835,TOLLESON SERVICE COMMITTEE INC,0,tolleson service committee inc,tolleson servic committe inc
237201639,PTSA MICHIGAN CONGRESS OF PARENTS TEACHERS AND STUDENTS DOUGLASS HOUGHTON PTA,0,ptsa michigan congress parents teachers students douglass houghton pta,ptsa michigan congress parent teacher student douglass houghton pta
470721057,KEEP COLUMBUS BEAUTIFUL INCORPORATED,0,keep columbus beautiful incorporated,keep columbu beauti incorpor
860966400,SOUTHWEST NETWORK,0,southwest network,southwest network
383621785,ZONTA CLUB OF SOUTHFIELD AREA FOUNDATION,0,zonta club southfield area foundation,zonta club southfield area foundat
371571688,SCHNAUZER RESCUE CINCINNATI,0,schnauzer rescue cincinnati,schnauzer rescu cincinnati
300454181,CLUBROWE,0,clubrowe,clubrow
10231382,SPRINGVALE PUBLIC LIBRARY,0,springvale public library,springval public librari
911983096,DISPUTE RESOLUTION CTR OF GRAYS HARBOR AND PACIFIC COUNTIES,0,dispute resolution ctr grays harbor pacific counties,disput resolut ctr gray harbor pacif counti
721269734,FORUM FOR EQUALITY FOUNDATION,0,forum equality foundation,forum equal foundat
262576699,APPOQUINIMINK MUSIC BOOSTER ASSOCIATION INC,0,appoquinimink music booster association inc,appoquinimink music booster associ inc
582498676,CHATTAHOOCHEE VALLEY LAND TRUST INC,0,chattahoochee valley land trust inc,chattahooche valley land trust inc
61414597,A BETTER CHANCE OF WILTON INC,0,better chance wilton inc,better chanc wilton inc
461512244,REDIRECTION OUTREACH PROGRAM EFFORTS FOR YOUTH,0,redirection outreach program efforts youth,redirect outreach program effort youth
133118488,PEARL THEATRE CO INC,0,pearl theatre co inc,pearl theatr co inc
630971451,ALABAMA ASSN OF RETIRED SENIOR VOL PROGRAM DIRECTORS INCORPORATED DIRECTORS INCORPORATED,0,alabama assn retired senior vol program directors incorporated directors incorporated,alabama assn retir senior vol program director incorpor director incorpor
232988501,AMERICAN FRIENDS OF THE ST PETERSURG PHILHARMONIC ORCHESTRA,0,american friends st petersurg philharmonic orchestra,american friend st petersurg philharmon orchestra
900734838,JG HENING PTO INC,0,jg hening pto inc,jg hene pto inc
562035757,COMMUNITY FOUNDATION REAL ESTATE MANAGEMENT FUND INC,0,community foundation real estate management fund inc,commun foundat real estat manag fund inc
942819062,SUPPORT FOR FAMILIES OF CHILDREN WITH DISABILITIES,0,support families children disabilities,support famili children disabl
203631310,GOLDEN EAGLE BASEBALL INCORPORATED,0,golden eagle baseball incorporated,golden eagl basebal incorpor
161587868,DIMITRI HOUSE INC,0,dimitri house inc,dimitri hous inc
561684413,PTA NORTH CAROLINA CONGRESS OLDE PROVIDENCE ELEM SCHOOL PTA,0,pta north carolina congress olde providence elem school pta,pta north carolina congress old provid elem school pta
232252646,JEFFERSON CARNIVAL,0,jefferson carnival,jefferson carniv
742440607,RIO GRANDE VALLEY QUILT GUILD,0,rio grande valley quilt guild,rio grand valley quilt guild
270837664,NORTH OAKLAND DANCE TROOP,0,north oakland dance troop,north oakland danc troop
161564929,COMMUNITY LUTHERAN MINISTRY INC,0,community lutheran ministry inc,commun lutheran ministri inc
463904608,NEW HORIZONS HOUSE NEW HORIZONS,0,new horizons house new horizons,new horizon hous new horizon
610445834,HOME OF THE INNOCENTS,0,home innocents,home innoc
232758961,DELAWARE VALLEY VOLUNTEER FIRE COMPANY INC,0,delaware valley volunteer fire company inc,delawar valley volunt fire compani inc
521988421,BON SECOURS RICHMOND HEALTH SYSTEM,0,bon secours richmond health system,bon secour richmond health system
576029400,ALUMNI ASSOCIATION OF WINTHROP UNIVERSITY,0,alumni association winthrop university,alumni associ winthrop univers
270725986,THE LEARNING ALLIANCE INC,0,learning alliance inc,learn allianc inc
480547728,LIFE LINE HOMES,0,life line homes,life line home
311677531,COMMUNITY HOUSING SERVICES,0,community housing services,commun hous servic
411424801,OPEN CIRCLE ADULT DAY CARE,0,open circle adult day care,open circl adult day care
391982188,LAMAR COMMUNITY CENTER INC,0,lamar community center inc,lamar commun center inc
363858898,JOY IN THE HARVEST,0,joy harvest,joy harvest
721376918,THE ARC CADDO BOSSIER FOUNDATION,0,arc caddo bossier foundation,arc caddo bossier foundat
263224537,GODREV MINISTRIES,0,godrev ministries,godrev ministri
222218627,UNION COUNTY COLLEGE FOUNDATION INC,0,union county college foundation inc,union counti colleg foundat inc
20639320,SAINT MARYS NURSERY SCHOOL,0,saint marys nursery school,saint mari nurseri school
990203747,KUMU KAHUA THEATRE,0,kumu kahua theatre,kumu kahua theatr
142162930,ISLAND THEATRE WORKSHOP INC,0,island theatre workshop inc,island theatr workshop inc
237122200,CITY OF PORTAGE LITTLE LEAGUE INC,0,city portage little league inc,citi portag littl leagu inc
236419306,FRIENDS OF THE MUNCY PUBLIC LIBRARY,0,friends muncy public library,friend munci public librari
836003983,WYOMING SCHOOL BOARDS ASSOCIATION,0,wyoming school boards association,wyom school board associ
460676575,ED AND KATHY CARPENTER FOUNDATION,0,ed kathy carpenter foundation,ed kathi carpent foundat
161695405,WATCHMEN ON THE WALLS PRAYER HOUSES FOR THE NATIONS,0,watchmen walls prayer houses nations,watchmen wall prayer hous nation
205735192,FRIENDS OF THE EDWARD F FRYMEMORIAL LIBRARY AT POINT OF ROCKS,0,friends edward f frymemorial library point rocks,friend edward f frymemori librari point rock
237069352,NEW HOPE ALANO GROUP INC,0,new hope alano group inc,new hope alano group inc
10215213,BOWDOIN COLLEGE,0,bowdoin college,bowdoin colleg
363100435,BURLINGTON ROUTE HISTORICAL SOCIETY,0,burlington route historical society,burlington rout histor societi
453819618,HIS FOOD MINISTRY,0,food ministry,food ministri
161650130,FOUNDATION FOR IMPACT ON LITERACY AND LEARNING INC,0,foundation impact literacy learning inc,foundat impact literaci learn inc
912170070,LAKEVIEW TERRACE IMPROVEMENT ASSOC INC,0,lakeview terrace improvement assoc inc,lakeview terrac improv assoc inc
113638893,ORIGINAL SCHUHPLATTER V V ENZIAN INC,0,original schuhplatter v v enzian inc,origin schuhplatt v v enzian inc
366058926,COUNCIL OF HIGHER EDUCATION,0,council higher education,council higher educ
770693686,RED MOUNTAIN COMMUNITY SCHOOL,0,red mountain community school,red mountain commun school
562151502,PTA NORTH CAROLINA CONGRESS GREEN HOPE HIGH SCHOOL PTSA,0,pta north carolina congress green hope high school ptsa,pta north carolina congress green hope high school ptsa
454663816,GREAT COMMISSION NETWORK FOUNDATION,0,great commission network foundation,great commiss network foundat
460939062,BUDDY BALL,0,buddy ball,buddi ball
611173801,UNION COUNTY YOUNG MENS CHRISTIAN ASSOCIATION,0,union county young mens christian association,union counti young men christian associ
251427035,ALLEGHENY BALLET COMPANY INC,0,allegheny ballet company inc,allegheni ballet compani inc
593215862,WASHINGTON HIGH SCHOOL QUARTERBACK CLUB INC,0,washington high school quarterback club inc,washington high school quarterback club inc
208365998,CHILDRENS LEUKEMIA RESEARCHFOUNDATION,0,childrens leukemia researchfoundation,children leukemia researchfound
